filename,k,mse,ssim,dominant_colors
synthetic_10BG_1.0_1.png,5,15.717549641927084,0.17215841602200607,"[[132.66941833496094, 113.27754974365234, 173.30519104003906], [129.4921417236328, 122.8780288696289, 155.78297424316406], [131.1897430419922, 116.83321380615234, 167.47218322753906], [130.1746826171875, 119.88471221923828, 161.94749450683594], [128.63778686523438, 127.13386535644531, 147.96066284179688]]"
synthetic_10BG_1.0_2.png,5,15.268783569335938,0.2639987392420344,"[[127.41352081298828, 122.67902374267578, 154.6344451904297], [129.1436004638672, 116.4953384399414, 166.60589599609375], [126.68817901611328, 127.12776184082031, 146.3269500732422], [130.5930633544922, 112.87765502929688, 172.6092987060547], [128.19677734375, 119.46949768066406, 160.904296875]]"
synthetic_10BG_1.0_3.png,5,14.880193074544271,0.42533616883658115,"[[127.72787475585938, 116.43617248535156, 164.7119598388672], [126.04558563232422, 122.97746276855469, 152.27587890625], [129.26109313964844, 112.65180969238281, 171.19680786132812], [125.29003143310547, 127.56121826171875, 144.25326538085938], [126.734375, 119.7331314086914, 158.73341369628906]]"
synthetic_10BG_1.0_4.png,5,14.299301147460938,0.3621781814370537,"[[126.3124771118164, 121.65509033203125, 151.85543823242188], [128.10150146484375, 114.97351837158203, 164.17588806152344], [129.67002868652344, 111.07623291015625, 170.81741333007812], [125.48599243164062, 126.20466613769531, 143.9058380126953], [127.0892105102539, 118.29280090332031, 158.18215942382812]]"
synthetic_10BG_1.0_5.png,5,14.514378865559896,0.2687203154191289,"[[127.3841781616211, 117.16505432128906, 157.37669372558594], [128.34080505371094, 114.0112075805664, 163.54273986816406], [125.79224395751953, 125.21023559570312, 142.90103149414062], [130.0815887451172, 109.82000732421875, 170.2138671875], [126.60348510742188, 120.56163787841797, 150.93878173828125]]"
synthetic_10BG_1.0_6.png,5,15.821802775065104,0.35623692623981634,"[[128.9047088623047, 112.49842071533203, 163.00364685058594], [126.1276626586914, 124.0600814819336, 142.2008819580078], [127.85296630859375, 115.83094787597656, 156.7935028076172], [126.98171997070312, 119.39825439453125, 150.32342529296875], [130.59185791015625, 108.42488861083984, 169.92230224609375]]"
synthetic_10BG_1.0_7.png,5,15.171793619791666,0.35693130457335187,"[[126.95649719238281, 119.26590728759766, 148.9441680908203], [128.99435424804688, 111.95648193359375, 162.30116271972656], [127.85037994384766, 115.5341567993164, 155.84027099609375], [126.02706146240234, 124.30218505859375, 140.60231018066406], [130.74786376953125, 107.7781753540039, 169.411376953125]]"
synthetic_10BG_1.0_8.png,5,15.852167765299479,0.23987813195537325,"[[129.37278747558594, 110.90664672851562, 161.60623168945312], [126.56765747070312, 122.57142639160156, 140.46072387695312], [131.12594604492188, 106.8411636352539, 168.73292541503906], [128.3450927734375, 114.29376220703125, 155.22683715820312], [127.48806762695312, 117.77980041503906, 148.6180419921875]]"
synthetic_10BG_10.0_10.png,5,5.7223663330078125,0.32762394636020725,"[[114.02691650390625, 171.858154296875, 65.2519760131836], [115.75487518310547, 176.8785400390625, 59.19761657714844], [116.64386749267578, 179.1642303466797, 56.492828369140625], [112.93792724609375, 168.15765380859375, 69.55416870117188], [114.86560821533203, 174.5503692626953, 62.06932067871094]]"
synthetic_10BG_10.0_12.png,5,5.730173746744792,0.3082012006117539,"[[116.64324951171875, 179.19296264648438, 56.430572509765625], [114.87281799316406, 174.55520629882812, 62.06394958496094], [114.01717376708984, 171.8041534423828, 65.30323028564453], [115.78111267089844, 176.9068603515625, 59.17190170288086], [112.91827392578125, 168.1602783203125, 69.5823974609375]]"
synthetic_10BG_10.0_2.png,5,6.04266357421875,0.1743810393080166,"[[143.2448272705078, 158.35400390625, 71.64144897460938], [142.6987762451172, 153.73634338378906, 77.1214370727539], [143.1499481201172, 156.20501708984375, 74.07981872558594], [142.57440185546875, 150.0520782470703, 81.44867706298828], [144.0115203857422, 160.45108032226562, 68.92151641845703]]"
synthetic_10BG_10.0_3.png,5,8.370157877604166,0.2108860224386489,"[[139.07472229003906, 160.99069213867188, 69.92385864257812], [138.26119995117188, 152.48670959472656, 79.83960723876953], [138.99668884277344, 158.6713104248047, 72.486572265625], [138.5369873046875, 156.10626220703125, 75.5237808227539], [140.09976196289062, 162.93328857421875, 67.19770050048828]]"
synthetic_10BG_10.0_4.png,5,7.90924072265625,0.1094861738384191,"[[134.46539306640625, 158.96762084960938, 73.42912292480469], [135.99081420898438, 165.59017944335938, 65.4390640258789], [134.143798828125, 155.2830810546875, 77.75340270996094], [135.0952606201172, 163.73326110839844, 67.92782592773438], [135.007568359375, 161.4969940185547, 70.39824676513672]]"
